date,equity_call_oi,equity_put_oi,equity_pcr_oi,index_call_oi,index_put_oi,index_pcr_oi,occ_total_oi
2026-02-12,323656707,244871933,0.7566,20162826,19759165,0.98,608842623
2026-02-13,315214879,238295122,0.756,20218959,19772670,0.9779,593918462
2026-02-17,320987228,242563452,0.7557,20665475,20046978,0.9701,604661618
2026-02-18,326140000,245996780,0.7543,17494546,18604074,1.0634,608603584
2026-02-19,331383873,249502836,0.7529,17828590,18831214,1.0562,617919484
2026-02-20,278508311,211457999,0.7593,17326875,17457655,1.0075,525122857
2026-02-23,286133723,217001180,0.7584,17611839,17733600,1.0069,538861022
2026-02-24,292767087,222311680,0.7593,17923570,17939140,1.0009,551326109
2026-02-25,299469063,227724412,0.7604,18353339,18103604,0.9864,564037114
2026-02-26,305714379,232753338,0.7613,18729188,18309524,0.9776,575893720
2026-02-27,296551085,226531910,0.7639,18929426,18090679,0.9557,560491759
2026-03-02,303081709,231114476,0.7625,19331565,18471148,0.9555,572394291
2026-03-03,309287327,236405272,0.7644,19385895,18903778,0.9751,584420493
2026-03-04,314341937,240258175,0.7643,19771849,19235382,0.9729,594025055
2026-03-05,320041835,245306076,0.7665,19945886,19812486,0.9933,605525119
2026-03-06,311648268,240528679,0.7718,20081633,20258846,1.0088,592959503
2026-03-09,315953963,243237745,0.7699,20395237,20765758,1.0182,600892921
2026-03-10,321583780,247004446,0.7681,20714086,21180461,1.0225,610895359
2026-03-11,325784517,250560066,0.7691,20882320,21470583,1.0282,619102091
2026-03-12,331018688,253918472,0.7671,21388468,21943165,1.0259,628692251
2026-03-13,322229484,248627412,0.7716,21654989,21975181,1.0148,614915379
2026-03-16,327814935,252247855,0.7695,22174668,22321103,1.0066,624977057
2026-03-17,332558972,255303069,0.7677,22667416,22733770,1.0029,633679084
2026-03-18,336463480,258053157,0.767,19821953,20771173,1.0479,635490291
2026-03-19,342056421,260519139,0.7616,20216752,21185918,1.0479,644356072
2026-03-20,267815712,208754279,0.7795,17650588,17734744,1.0048,512339312
2026-03-23,275797287,213193868,0.773,18099130,18029750,0.9962,525487820
2026-03-24,281575577,217574770,0.7727,18376928,18259728,0.9936,536149273
2026-03-25,286726061,220921074,0.7705,18427464,18273945,0.9917,544709491
2026-03-26,294226208,225073256,0.765,18681125,18735349,1.0029,557086726
2026-03-27,287003018,219791840,0.7658,18879992,18874202,0.9997,544939524
2026-03-30,292419932,223203163,0.7633,19153063,19080261,0.9962,554243294
2026-03-31,297389109,224553206,0.7551,19053055,18750999,0.9841,560117541
2026-04-01,301885527,228843397,0.758,19427367,19167421,0.9866,569693030
2026-04-02,295072461,223446333,0.7573,19484172,19224511,0.9867,557597405
2026-04-06,300405032,227822163,0.7584,19605368,19462119,0.9927,567663536
2026-04-07,305082080,232285430,0.7614,19911863,19757854,0.9923,577409189
2026-04-08,309627030,236408093,0.7635,20277817,20123270,0.9924,586818410
2026-04-09,315138581,239932144,0.7614,20612999,20198366,0.9799,596259267
2026-04-10,308329263,234792932,0.7615,21090109,20139551,0.9549,584738685
2026-04-13,314571709,238781278,0.7591,21541583,20408465,0.9474,595696992
2026-04-14,322574721,244569768,0.7582,22772583,20820014,0.9143,611127981
2026-04-15,329007381,248788972,0.7562,19355683,19532158,1.0091,617033309
2026-04-16,335581195,253591432,0.7557,20026116,20095437,1.0035,629651557
2026-04-17,283908463,212757768,0.7494,19671048,18571282,0.9441,535273661
2026-04-20,290936825,217927207,0.7491,19818807,18796234,0.9484,547844453
2026-04-21,296841246,224101249,0.755,20167968,19193026,0.9517,560662701
2026-04-22,302468573,228545896,0.7556,20246693,19339041,0.9552,570965023
2026-04-23,308217643,233487796,0.7575,20458223,19583381,0.9572,582114244
2026-04-24,298121814,226096161,0.7584,20594553,19460523,0.9449,564646497
2026-04-27,303972482,230410273,0.758,20640307,19676673,0.9533,575076477
2026-04-28,309619510,235077684,0.7592,20868527,19859260,0.9516,585808661
2026-04-29,314763903,240055746,0.7627,21039517,20014730,0.9513,596262674
2026-04-30,320600385,243791520,0.7604,21238845,19871885,0.9356,605897003
2026-05-01,309892978,236309757,0.7626,21391505,19802727,0.9257,587798228
2026-05-04,316805664,241880901,0.7635,21663156,20063703,0.9262,600817909
2026-05-05,323299769,247750248,0.7663,21841534,20271827,0.9281,613572715
2026-05-06,330592877,252765782,0.7646,21975151,20624010,0.9385,626363312
2026-05-07,336791175,258083436,0.7663,22180062,20900436,0.9423,638365949
2026-05-08,328647156,252031675,0.7669,22335133,20902766,0.9359,624334429
2026-05-11,337325705,257970767,0.7648,22660701,21222202,0.9365,639602223
2026-05-12,344257284,263023161,0.764,22829717,21536743,0.9434,652073002
2026-05-13,350365767,267456138,0.7634,23041030,21756253,0.9442,663048601
2026-05-14,358013178,272942644,0.7624,23328877,22048094,0.9451,676773866
2026-05-15,302558643,232010963,0.7668,22616644,20425645,0.9031,578061868
2026-05-18,310191996,237840398,0.7668,22994002,20588034,0.8954,592076004
2026-05-19,316516654,242838802,0.7672,19741667,19197889,0.9725,598711594
2026-05-20,322365793,246542061,0.7648,20717582,19356307,0.9343,609396616
2026-05-21,328785956,250804867,0.7628,21037609,19522920,0.928,620575175
2026-05-22,319572083,243583976,0.7622,21217759,19580885,0.9229,604368393
2026-05-26,328021216,250886793,0.7648,21260106,19885761,0.9354,620464909
2026-05-27,334365112,253402726,0.7579,20702652,20047197,0.9683,628931227
2026-05-28,342501538,258766380,0.7555,21034130,20343786,0.9672,643060063
2026-05-29,333822230,250238185,0.7496,21423621,20095850,0.938,625997911
2026-06-01,341327015,256142143,0.7504,21544219,20216224,0.9384,639655393
2026-06-02,347982011,261291055,0.7509,21819094,20634553,0.9457,652161012
2026-06-03,352726433,265612460,0.753,22216320,20971151,0.944,661970370
2026-06-04,358893109,269791664,0.7517,22594431,21375556,0.9461,673105235
2026-06-05,348955725,263705175,0.7557,22729210,21483685,0.9452,657320622
2026-06-08,354683821,267206602,0.7534,22939545,21622932,0.9426,666907350
2026-06-09,360281639,271645671,0.754,23196445,22006228,0.9487,677563633
2026-06-10,364801861,274229819,0.7517,23430049,22175890,0.9465,685073347
2026-06-11,370271691,276983398,0.7481,23817347,22489579,0.9443,693995534
2026-06-12,360408924,271545295,0.7534,24060816,22536217,0.9366,678982715
2026-06-15,366934207,276179040,0.7527,24407252,22776809,0.9332,690735034
2026-06-16,372656962,280972620,0.754,25110057,23105342,0.9202,702276472
2026-06-17,377468007,283461743,0.751,22094852,22092559,0.9999,705496132
2026-06-18,296865912,219451897,0.7392,19232670,17807940,0.9259,553728436
2026-06-22,305297237,225058983,0.7372,19609193,18048860,0.9204,568393096
2026-06-23,312048753,230550307,0.7388,19812026,18376764,0.9276,581160747
2026-06-24,317827098,235100711,0.7397,19941167,18612143,0.9334,591853990
2026-06-25,324203957,239412771,0.7385,20099461,18871976,0.9389,602962956
2026-06-26,316262718,234708759,0.7421,20206649,18829888,0.9319,590382184
2026-06-29,323715578,239704691,0.7405,20480793,19197000,0.9373,603468254
2026-06-30,328842517,241660672,0.7349,20501235,18865828,0.9202,610244220
2026-07-01,334083500,245210017,0.734,20744082,18850220,0.9087,619272463
2026-07-02,328228997,241239392,0.735,20821802,18979851,0.9115,609650344
2026-07-06,334439331,245227843,0.7333,20953820,19117214,0.9123,620127094
2026-07-07,340025259,249884446,0.7349,21290180,19415266,0.9119,631003165
2026-07-08,343924936,253062200,0.7358,21514090,19638075,0.9128,638526690
2026-07-09,349260158,256399435,0.7341,21865627,19877273,0.9091,647794589
2026-07-10,340781414,250284070,0.7344,22105915,19845132,0.8977,633419862
2026-07-13,346400754,255423217,0.7374,22336955,20192760,0.904,644756646
2026-07-14,352173771,259632350,0.7372,22587111,20497030,0.9075,655299775
2026-07-15,357290575,263622444,0.7378,22815781,20672347,0.9061,664818325
2026-07-16,363830665,267098471,0.7341,23357168,20887579,0.8943,675591711
2026-07-17,303541315,226357336,0.7457,22450126,19122742,0.8518,571879411
2026-07-20,310887814,231218401,0.7437,22679226,19341202,0.8528,584538249
2026-07-21,317158928,236375435,0.7453,23095120,19597438,0.8486,596638701
2026-07-22,322144228,239546378,0.7436,20184035,18666567,0.9248,600910806
2026-07-23,327778824,244066961,0.7446,20483473,19024800,0.9288,611722505
2026-07-24,316797957,237145483,0.7486,20767818,18901537,0.9101,593981163
2026-07-27,322694531,241102878,0.7472,20925656,18998981,0.9079,604087966
2026-07-28,328915108,245394682,0.7461,21160467,19219693,0.9083,615054011
2026-07-29,334356459,249086646,0.745,21281020,19484449,0.9156,624581948
2026-07-30,340374935,253095108,0.7436,21326542,19886677,0.9325,635057007
2026-07-31,327240724,244795997,0.7481,21332794,19572677,0.9175,613315812
2026-08-03,335953898,251601333,0.7489,21580812,19773351,0.9162,629292303
2026-08-04,344138224,257267608,0.7476,21944391,20244183,0.9225,643984817
2026-08-05,348838939,261338378,0.7492,22077115,20613403,0.9337,653263753
2026-08-06,354428584,265193050,0.7482,22431123,20882342,0.931,663333731
2026-08-07,344220463,257089861,0.7469,22412353,20693897,0.9233,644815867
2026-08-10,350776208,261630847,0.7459,22674334,20854476,0.9197,656342152
2026-08-11,355733420,265600996,0.7466,23064638,21153473,0.9171,665960324
2026-08-12,360075632,269743581,0.7491,23359210,21435036,0.9176,675024616
2026-08-13,365343797,274383855,0.751,23589644,21658212,0.9181,685387831
2026-08-14,356517986,268314624,0.7526,23843783,21588678,0.9054,670687510
2026-08-17,362696261,273093154,0.753,24277299,21828592,0.8991,682332478
2026-08-18,367905876,277409180,0.754,24669324,22233547,0.9013,692658834
2026-08-19,372934549,280745713,0.7528,21422732,21168981,0.9882,696666568
2026-08-20,378542961,284389260,0.7513,22033112,21440690,0.9731,706801105
2026-08-21,324189334,250687925,0.7733,20790594,20002025,0.9621,616068937
2026-08-24,330432218,248882020,0.7532,20943472,20223076,0.9656,620888266
2026-08-25,338774452,253077572,0.747,21286206,20520912,0.964,634071094
2026-08-26,343207447,256537232,0.7475,21339312,20537419,0.9624,642035086
2026-08-27,350220922,260809811,0.7447,21809849,20888927,0.9578,654136687
2026-08-28,340729576,255101041,0.7487,22072803,20808629,0.9427,639170659
